timestamp,test-class,test-method,time,description,result
"2022-06-02 20:42:23.196","acme.testing.inventor.huster.InventorHusterUpdateTest","positiveTest",43661,""[1] itemRecordIndex=14, recordIndex=0, code=po01-, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/21 00:00, endPeriod=2022/08/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 20:42:52.291","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",27705,""[1] itemRecordIndex=14, recordIndex=0, code=null, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 20:43:16.519","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",22932,""[2] itemRecordIndex=14, recordIndex=0, code=po22-220531, themes=null, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 20:43:38.716","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",21232,""[3] itemRecordIndex=14, recordIndex=0, code=po22-220531, themes=Primer huster, statement=null, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 20:44:01.995","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",22392,""[4] itemRecordIndex=14, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=null, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 20:44:24.687","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",21726,""[5] itemRecordIndex=14, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=null, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 20:44:52.364","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",26502,""[6] itemRecordIndex=14, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=null, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 20:45:19.583","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",25993,""[7] itemRecordIndex=14, recordIndex=0, code=po22-220401, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 20:45:48.9","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",27823,""[8] itemRecordIndex=14, recordIndex=0, code=po22-220531, themes=texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 20:46:17.25","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",27103,""[9] itemRecordIndex=14, recordIndex=0, code=po22-220531, themes=Primer huster, statement=texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
