timestamp,test-class,test-method,time,description,result
"2022-06-02 20:46:45.729","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",27160,""[10] itemRecordIndex=14, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/05/01 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 20:47:14.324","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",27210,""[11] itemRecordIndex=14, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/01 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 20:47:41.5","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",25694,""[12] itemRecordIndex=14, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR -15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 20:48:02.736","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",19914,""[13] itemRecordIndex=14, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=BTC 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 20:48:22.332","acme.testing.inventor.huster.InventorHusterListTest","positiveTest",16729,""[1] itemRecordIndex=14, recordIndex=0, code=po01-220529, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/05/01 00:00, endPeriod=2022/05/10 00:00, provision=EUR 15,000.00"","OK"
"2022-06-02 20:48:44.844","acme.testing.inventor.huster.InventorHusterShowTest","positiveTest",20122,""[1] itemRecordIndex=14, recordIndex=0, code=po01-220529, creationMoment=2022/05/01 00:00, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/05/01 00:00, endPeriod=2022/05/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 20:48:45.924","acme.testing.inventor.huster.InventorHusterShowTest","negativeTest",2,""negativeTest()"","OK"
"2022-06-02 20:48:46.663","acme.testing.inventor.huster.InventorHusterShowTest","hackingTest",0,""hackingTest()"","OK"
"2022-06-02 20:49:17.269","acme.testing.inventor.huster.InventorHusterCreateTest","positiveTest",27672,""[1] itemRecordIndex=17, recordIndex=0, code=po21-, themes=Prueba huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 20:49:43.095","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",25243,""[1] itemRecordIndex=22, recordIndex=0, code=null, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 20:50:06.304","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",22151,""[2] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=null, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 20:50:31.121","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",23661,""[3] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=null, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 20:50:54.874","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",22977,""[4] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=null, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 20:51:19.187","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",23161,""[5] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=null, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 20:51:48.281","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",27848,""[6] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=null, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 20:52:18.24","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",28715,""[7] itemRecordIndex=22, recordIndex=0, code=po22-220401, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 20:52:47.134","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",27628,""[8] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 20:53:17.316","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",28866,""[9] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 20:53:46.83","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",28031,""[10] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/05/01 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 20:54:13.567","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",25396,""[11] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/02/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 20:54:42.24","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",27283,""[12] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR -15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 20:55:12.068","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",28516,""[13] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=BTC 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 20:55:42.162","acme.testing.inventor.huster.InventorHusterCreateTest","hackingTest",29214,""hackingTest()"","OK"
"2022-06-02 20:56:10.961","acme.testing.inventor.huster.InventorHusterDeleteTest","positiveTest",24989,""[1] itemRecordIndex=14, recordIndex=0, code=po01-220529, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/05/01 00:00, endPeriod=2022/05/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 20:56:25.243","acme.testing.inventor.huster.InventorHusterDeleteTest","negativeTest",13041,""[1] itemRecordIndex=16"","OK"
