timestamp,test-class,test-method,time,description,result
"2022-05-31 13:06:12.834","acme.testing.inventor.huster.InventorHusterShowTest","negativeTest",9,""negativeTest()"","OK"
"2022-05-31 13:06:14.094","acme.testing.inventor.huster.InventorHusterShowTest","hackingTest",1,""hackingTest()"","OK"
