timestamp,test-class,test-method,time,description,result
"2022-05-31 15:59:46.489","acme.testing.inventor.huster.InventorHusterShowTest","positiveTest",28560,""[1] itemRecordIndex=14, recordIndex=0, code=po01-220529, creationMoment=2022/05/01 00:00, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/05/01 00:00, endPeriod=2022/05/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 15:59:47.286","acme.testing.inventor.huster.InventorHusterShowTest","negativeTest",2,""negativeTest()"","OK"
"2022-05-31 15:59:48.107","acme.testing.inventor.huster.InventorHusterShowTest","hackingTest",1,""hackingTest()"","OK"
