timestamp,test-class,test-method,time,description,result
"2022-06-02 22:12:20.245","acme.testing.inventor.huster.InventorHusterShowTest","negativeTest",1,""negativeTest()"","OK"
"2022-06-02 22:12:20.629","acme.testing.inventor.huster.InventorHusterShowTest","hackingTest",0,""hackingTest()"","OK"
"2022-06-02 22:12:36.394","acme.testing.inventor.huster.InventorHusterCreateTest","positiveTest",14536,""[1] itemRecordIndex=2, recordIndex=0, code=po21-, themes=Prueba huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 22:12:42.429","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",5683,""[1] itemRecordIndex=7, recordIndex=0, code=null, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","Listing was expected to be empty"
"2022-06-02 22:12:48.052","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",5262,""[2] itemRecordIndex=7, recordIndex=0, code=po22-220531, themes=null, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","Listing was expected to be empty"
"2022-06-02 22:12:53.541","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",5141,""[3] itemRecordIndex=7, recordIndex=0, code=po22-220531, themes=Primer huster, statement=null, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","Listing was expected to be empty"
"2022-06-02 22:12:58.588","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",4647,""[4] itemRecordIndex=7, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=null, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","Listing was expected to be empty"
"2022-06-02 22:13:03.988","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",5018,""[5] itemRecordIndex=7, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=null, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","Listing was expected to be empty"
"2022-06-02 22:13:09.377","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",5025,""[6] itemRecordIndex=7, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=null, additionalInfo=https://www.twitch.tv"","Listing was expected to be empty"
"2022-06-02 22:13:14.44","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",4701,""[7] itemRecordIndex=7, recordIndex=0, code=po22-220401, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","Listing was expected to be empty"
"2022-06-02 22:13:19.873","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",5076,""[8] itemRecordIndex=7, recordIndex=0, code=po22-220531, themes=texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","Listing was expected to be empty"
"2022-06-02 22:13:25.295","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",5057,""[9] itemRecordIndex=7, recordIndex=0, code=po22-220531, themes=Primer huster, statement=texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","Listing was expected to be empty"
"2022-06-02 22:13:30.853","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",5151,""[10] itemRecordIndex=7, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/05/01 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","Listing was expected to be empty"
"2022-06-02 22:13:36.241","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",5041,""[11] itemRecordIndex=7, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/02/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","Listing was expected to be empty"
"2022-06-02 22:13:41.127","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",4550,""[12] itemRecordIndex=7, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR -15,000.00, additionalInfo=https://www.twitch.tv"","Listing was expected to be empty"
"2022-06-02 22:13:46.491","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",5015,""[13] itemRecordIndex=7, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=BTC 15,000.00, additionalInfo=https://www.twitch.tv"","Listing was expected to be empty"
"2022-06-02 22:14:01.032","acme.testing.inventor.huster.InventorHusterCreateTest","hackingTest",14178,""hackingTest()"","OK"
"2022-06-02 22:14:08.651","acme.testing.inventor.huster.InventorHusterDeleteTest","positiveTest",6459,""[1] itemRecordIndex=12, recordIndex=0, code=po01-220529, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/05/01 00:00, endPeriod=2022/05/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","Expected value 'po01-220529' in input box 'code', but 'po02-220529' was found"
"2022-06-02 22:14:18.433","acme.testing.inventor.huster.InventorHusterDeleteTest","negativeTest",9417,""[1] itemRecordIndex=8"","OK"
