timestamp,test-class,test-method,time,description,result
"2022-06-03 11:36:57.94","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",13435,""[10] itemRecordIndex=7, recordIndex=0, code=po01-220529, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/05/01 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-03 11:37:13.615","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",15213,""[11] itemRecordIndex=7, recordIndex=0, code=po01-220529, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/01 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-03 11:37:28.513","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",14095,""[12] itemRecordIndex=7, recordIndex=0, code=po01-220529, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR -15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-03 11:37:42.284","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",13164,""[13] itemRecordIndex=7, recordIndex=0, code=po01-220529, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=BTC 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-03 11:37:54.293","acme.testing.inventor.huster.InventorHusterListTest","positiveTest",10806,""[1] itemRecordIndex=7, recordIndex=0, code=po01-220529, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/05/01 00:00, endPeriod=2022/05/10 00:00, provision=EUR 15,000.00"","OK"
"2022-06-03 11:38:07.009","acme.testing.inventor.huster.InventorHusterShowTest","positiveTest",11398,""[1] itemRecordIndex=7, recordIndex=0, code=po01-220529, creationMoment=2022/05/01 00:00, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/05/01 00:00, endPeriod=2022/05/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-03 11:38:07.572","acme.testing.inventor.huster.InventorHusterShowTest","negativeTest",2,""negativeTest()"","OK"
"2022-06-03 11:38:08.13","acme.testing.inventor.huster.InventorHusterShowTest","hackingTest",0,""hackingTest()"","OK"
"2022-06-03 11:38:26.572","acme.testing.inventor.huster.InventorHusterCreateTest","positiveTest",17147,""[1] itemRecordIndex=2, recordIndex=0, code=po21-, themes=Prueba huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-03 11:38:41.992","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",14809,""[1] itemRecordIndex=13, recordIndex=0, code=null, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-03 11:38:57.532","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",14978,""[2] itemRecordIndex=13, recordIndex=0, code=po22-220531, themes=null, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-03 11:39:12.688","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",14808,""[3] itemRecordIndex=13, recordIndex=0, code=po22-220531, themes=Primer huster, statement=null, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-03 11:39:28.179","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",14957,""[4] itemRecordIndex=13, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=null, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-03 11:39:43.652","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",14898,""[5] itemRecordIndex=13, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=null, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-03 11:39:58.519","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",14302,""[6] itemRecordIndex=13, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=null, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-03 11:40:14.068","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",14997,""[7] itemRecordIndex=13, recordIndex=0, code=po22-220401, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-03 11:40:29.582","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",14958,""[8] itemRecordIndex=13, recordIndex=0, code=po22-220531, themes=texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-03 11:40:45.146","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",14995,""[9] itemRecordIndex=13, recordIndex=0, code=po22-220531, themes=Primer huster, statement=texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-03 11:41:00.572","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",14865,""[10] itemRecordIndex=13, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/05/01 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-03 11:41:15.992","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",14831,""[11] itemRecordIndex=13, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/02/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-03 11:41:31.363","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",14824,""[12] itemRecordIndex=13, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR -15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-03 11:41:46.817","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",14911,""[13] itemRecordIndex=13, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=BTC 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-03 11:42:04.279","acme.testing.inventor.huster.InventorHusterCreateTest","hackingTest",16869,""hackingTest()"","OK"
"2022-06-03 11:42:19.043","acme.testing.inventor.huster.InventorHusterDeleteTest","positiveTest",13443,""[1] itemRecordIndex=7, recordIndex=0, code=po01-220529, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/05/01 00:00, endPeriod=2022/05/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-03 11:42:30.206","acme.testing.inventor.huster.InventorHusterDeleteTest","negativeTest",10600,""[1] itemRecordIndex=8"","OK"
