timestamp,test-class,test-method,time,description,result
"2022-06-03 11:34:44.261","acme.testing.inventor.huster.InventorHusterUpdateTest","positiveTest",29793,""[1] itemRecordIndex=7, recordIndex=0, code=po01-, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/21 00:00, endPeriod=2022/08/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-03 11:34:57.8","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",12922,""[1] itemRecordIndex=7, recordIndex=0, code=null, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-03 11:35:08.378","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",10218,""[2] itemRecordIndex=7, recordIndex=0, code=po01-220529, themes=null, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-03 11:35:21.711","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",12948,""[3] itemRecordIndex=7, recordIndex=0, code=po01-220529, themes=Primer huster, statement=null, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-03 11:35:35.384","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",13093,""[4] itemRecordIndex=7, recordIndex=0, code=po01-220529, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=null, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-03 11:35:48.369","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",12620,""[5] itemRecordIndex=7, recordIndex=0, code=po01-220529, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=null, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-03 11:36:01.853","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",12957,""[6] itemRecordIndex=7, recordIndex=0, code=po01-220529, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=null, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-03 11:36:15.496","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",13045,""[7] itemRecordIndex=7, recordIndex=0, code=po01-220529, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-03 11:36:29.618","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",13580,""[8] itemRecordIndex=7, recordIndex=0, code=po01-220529, themes=texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-03 11:36:43.948","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",13726,""[9] itemRecordIndex=7, recordIndex=0, code=po01-220529, themes=Primer huster, statement=texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
