timestamp,test-class,test-method,time,description,result
"2022-05-31 19:31:12.475","acme.testing.inventor.huster.InventorHusterCreateTest","positiveTest",28230,""[1] itemRecordIndex=17, recordIndex=0, code=po21-220531, themes=Prueba huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/01 00:00, endPeriod=2022/07/12 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 19:31:30.046","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",17037,""[1] itemRecordIndex=22, recordIndex=0, code=null, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/06/30 00:00, endPeriod=2022/07/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 19:31:45.864","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",15301,""[2] itemRecordIndex=22, recordIndex=0, code=po21-220529, themes=null, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/06/30 00:00, endPeriod=2022/07/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 19:32:02.764","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",16333,""[3] itemRecordIndex=22, recordIndex=0, code=po21-220529, themes=Primer huster, statement=null, starPeriod=2022/06/30 00:00, endPeriod=2022/07/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 19:32:19.012","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",15379,""[4] itemRecordIndex=22, recordIndex=0, code=po21-220529, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=null, endPeriod=2022/07/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 19:32:35.737","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",16229,""[5] itemRecordIndex=22, recordIndex=0, code=po21-220529, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/06/30 00:00, endPeriod=null, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 19:32:52.145","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",15804,""[6] itemRecordIndex=22, recordIndex=0, code=po21-220529, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/06/30 00:00, endPeriod=2022/07/10 00:00, provision=null, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 19:33:07.375","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",14735,""[7] itemRecordIndex=22, recordIndex=0, code=po21-210412, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/06/30 00:00, endPeriod=2022/07/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 19:33:23.421","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",15562,""[8] itemRecordIndex=22, recordIndex=0, code=po21-220529, themes=texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/06/30 00:00, endPeriod=2022/07/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 19:33:39.919","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",16014,""[9] itemRecordIndex=22, recordIndex=0, code=po21-220529, themes=Primer huster, statement=texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto, starPeriod=2022/06/30 00:00, endPeriod=2022/07/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 19:33:55.839","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",15253,""[10] itemRecordIndex=22, recordIndex=0, code=po21-220529, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/04/30 00:00, endPeriod=2022/07/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 19:34:10.714","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",14393,""[11] itemRecordIndex=22, recordIndex=0, code=po21-220529, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/06/30 00:00, endPeriod=2022/02/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 19:34:26.261","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",15000,""[12] itemRecordIndex=22, recordIndex=0, code=po21-220529, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/06/30 00:00, endPeriod=2022/07/10 00:00, provision=EUR -15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 19:34:41.734","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",15003,""[13] itemRecordIndex=22, recordIndex=0, code=po21-220529, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/06/30 00:00, endPeriod=2022/07/10 00:00, provision=BTC 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 19:34:57.792","acme.testing.inventor.huster.InventorHusterCreateTest","hackingTest",15527,""hackingTest()"","OK"
