timestamp,test-class,test-method,time,description,result
"2022-05-31 20:57:40.642","acme.testing.inventor.huster.InventorHusterListTest","positiveTest",5467,""[1] itemRecordIndex=14, recordIndex=0, code=po21-220529, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/06/30 00:00, endPeriod=2022/07/10 00:00, provision=EUR 15,000.00"","Current path is '/master/sign-in', but '/master/welcome' was expected"
