timestamp,test-class,test-method,time,description,result
"2022-05-31 13:10:49.778","acme.testing.inventor.huster.InventorHusterShowTest","positiveTest",32,""[1] itemRecordIndex=14, recordIndex=0, code=po21-220529, creationMoment=Primer huster, themes=Control Check de DP, statement=2022/06/30 00:00, starPeriod=2022/07/10 00:00, endPeriod=EUR 15,000.00, provision=https://www.twitch.tv"","No ParameterResolver registered for parameter [final java.lang.String additionalInfo] in method [public void acme.testing.inventor.huster.InventorHusterShowTest.positiveTest(int,int,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)]."
"2022-05-31 13:10:50.675","acme.testing.inventor.huster.InventorHusterShowTest","negativeTest",2,""negativeTest()"","OK"
"2022-05-31 13:10:51.396","acme.testing.inventor.huster.InventorHusterShowTest","hackingTest",0,""hackingTest()"","OK"
