timestamp,test-class,test-method,time,description,result
"2022-05-31 20:46:28.383","acme.testing.inventor.huster.InventorHusterDeleteTest","positiveTest",14432,""[1] itemRecordIndex=14, recordIndex=0, code=po01-220529, themes=2022/05/01 00:00, statement=Primer huster, starPeriod=Esta es una entidad creada para el Control Check de DP, endPeriod=2022/05/01 00:00, provision=2022/05/10 00:00, additionalInfo=EUR 15,000.00"","Cannot find 'By.name: code'"
"2022-05-31 20:46:33.788","acme.testing.inventor.huster.InventorHusterDeleteTest","negativeTest",4835,""[1] itemRecordIndex=16"","Unexpected button 'Huster'"
