timestamp,test-class,test-method,time,description,result
"2022-05-31 21:03:57.471","acme.testing.inventor.huster.InventorHusterListTest","positiveTest",11424,""[1] itemRecordIndex=14, recordIndex=0, code=po21-220529, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/05/01 00:00, endPeriod=2022/05/10 00:00, provision=EUR 15,000.00"","Expected value 'po21-220529' in attribute 0 of record 0, but found 'po01-220529'"
