timestamp,test-class,test-method,time,description,result
"2022-06-02 22:41:49.054","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",11743,""[3] itemRecordIndex=13, recordIndex=0, code=po22-220531, themes=Primer huster, statement=null, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 22:42:01.13","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",11728,""[4] itemRecordIndex=13, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=null, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 22:42:13.224","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",11748,""[5] itemRecordIndex=13, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=null, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 22:42:25.371","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",11814,""[6] itemRecordIndex=13, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=null, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 22:42:37.49","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",11770,""[7] itemRecordIndex=13, recordIndex=0, code=po22-220401, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 22:42:49.755","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",11909,""[8] itemRecordIndex=13, recordIndex=0, code=po22-220531, themes=texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 22:43:02.08","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",12011,""[9] itemRecordIndex=13, recordIndex=0, code=po22-220531, themes=Primer huster, statement=texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 22:43:14.265","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",11851,""[10] itemRecordIndex=13, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/05/01 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 22:43:26.435","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",11823,""[11] itemRecordIndex=13, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/02/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 22:43:38.532","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",11763,""[12] itemRecordIndex=13, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR -15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 22:43:50.659","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",11792,""[13] itemRecordIndex=13, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=BTC 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-02 22:44:05.051","acme.testing.inventor.huster.InventorHusterCreateTest","hackingTest",14070,""hackingTest()"","OK"
"2022-06-02 22:44:12.297","acme.testing.inventor.huster.InventorHusterDeleteTest","positiveTest",6120,""[1] itemRecordIndex=12, recordIndex=0, code=po01-220529, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/05/01 00:00, endPeriod=2022/05/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","Expected value 'po01-220529' in input box 'code', but 'po02-220529' was found"
"2022-06-02 22:44:22.126","acme.testing.inventor.huster.InventorHusterDeleteTest","negativeTest",9480,""[1] itemRecordIndex=8"","OK"
