timestamp,test-class,test-method,time,description,result
"2022-06-03 01:16:23.255","acme.testing.patron.xx1.PatronXx1CreateTest","positiveTest",16634,""[1] itemRecordIndex=14, recordIndex=0, code=po21-, xx3=Prueba xx1, xx4=Esta es una entidad creada para el Control Check de DP, xx51=2022/07/08 00:00, xx52=2022/07/17 00:00, xx6=EUR 15,000.00, xx7=https://www.twitch.tv"","OK"
"2022-06-03 01:16:33.383","acme.testing.patron.xx1.PatronXx1CreateTest","negativeTest",9784,""[1] itemRecordIndex=13, recordIndex=0, code=null, xx3=Primer xx1, xx4=Esta es una entidad creada para el Control Check de DP, xx51=2022/07/08 00:00, xx52=2022/07/17 00:00, xx6=EUR 15,000.00, xx7=https://www.twitch.tv"","OK"
"2022-06-03 01:16:43.516","acme.testing.patron.xx1.PatronXx1CreateTest","negativeTest",9771,""[2] itemRecordIndex=13, recordIndex=0, code=po22-220603, xx3=null, xx4=Esta es una entidad creada para el Control Check de DP, xx51=2022/07/08 00:00, xx52=2022/07/17 00:00, xx6=EUR 15,000.00, xx7=https://www.twitch.tv"","OK"
"2022-06-03 01:16:55.746","acme.testing.patron.xx1.PatronXx1CreateTest","negativeTest",11828,""[3] itemRecordIndex=13, recordIndex=0, code=po22-220603, xx3=Primer xx1, xx4=null, xx51=2022/07/08 00:00, xx52=2022/07/17 00:00, xx6=EUR 15,000.00, xx7=https://www.twitch.tv"","OK"
"2022-06-03 01:17:09.563","acme.testing.patron.xx1.PatronXx1CreateTest","negativeTest",13345,""[4] itemRecordIndex=13, recordIndex=0, code=po22-220603, xx3=Primer xx1, xx4=Esta es una entidad creada para el Control Check de DP, xx51=null, xx52=2022/07/17 00:00, xx6=EUR 15,000.00, xx7=https://www.twitch.tv"","OK"
"2022-06-03 01:17:25.754","acme.testing.patron.xx1.PatronXx1CreateTest","negativeTest",15614,""[5] itemRecordIndex=13, recordIndex=0, code=po22-220603, xx3=Primer xx1, xx4=Esta es una entidad creada para el Control Check de DP, xx51=2022/07/08 00:00, xx52=null, xx6=EUR 15,000.00, xx7=https://www.twitch.tv"","OK"
"2022-06-03 01:17:40.244","acme.testing.patron.xx1.PatronXx1CreateTest","negativeTest",13781,""[6] itemRecordIndex=13, recordIndex=0, code=po22-220603, xx3=Primer xx1, xx4=Esta es una entidad creada para el Control Check de DP, xx51=2022/07/08 00:00, xx52=2022/07/17 00:00, xx6=null, xx7=https://www.twitch.tv"","OK"
"2022-06-03 01:17:52.67","acme.testing.patron.xx1.PatronXx1CreateTest","negativeTest",12020,""[7] itemRecordIndex=13, recordIndex=0, code=po22-220603, xx3=Primer xx1, xx4=Esta es una entidad creada para el Control Check de DP, xx51=2022/07/08 00:00, xx52=2022/07/17 00:00, xx6=EUR 15,000.00, xx7=https://www.twitch.tv"","Errors were expected, but not found"
"2022-06-03 01:18:02.033","acme.testing.patron.xx1.PatronXx1CreateTest","negativeTest",9002,""[8] itemRecordIndex=13, recordIndex=0, code=po22-220603, xx3=texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto, xx4=Esta es una entidad creada para el Control Check de DP, xx51=2022/07/08 00:00, xx52=2022/07/17 00:00, xx6=EUR 15,000.00, xx7=https://www.twitch.tv"","Cannot find 'By.xpath: //a[@class='btn btn-dark' and normalize-space()='Create xx1']'"
"2022-06-03 01:18:11.603","acme.testing.patron.xx1.PatronXx1CreateTest","negativeTest",8893,""[9] itemRecordIndex=13, recordIndex=0, code=po22-220603, xx3=Primer xx1, xx4=texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto, xx51=2022/07/08 00:00, xx52=2022/07/17 00:00, xx6=EUR 15,000.00, xx7=https://www.twitch.tv"","Cannot find 'By.xpath: //a[@class='btn btn-dark' and normalize-space()='Create xx1']'"
"2022-06-03 01:18:20.969","acme.testing.patron.xx1.PatronXx1CreateTest","negativeTest",8997,""[10] itemRecordIndex=13, recordIndex=0, code=po22-220603, xx3=Primer xx1, xx4=Esta es una entidad creada para el Control Check de DP, xx51=2022/05/01 00:00, xx52=2022/07/17 00:00, xx6=EUR 15,000.00, xx7=https://www.twitch.tv"","Cannot find 'By.xpath: //a[@class='btn btn-dark' and normalize-space()='Create xx1']'"
"2022-06-03 01:18:30.357","acme.testing.patron.xx1.PatronXx1CreateTest","negativeTest",8775,""[11] itemRecordIndex=13, recordIndex=0, code=po22-220603, xx3=Primer xx1, xx4=Esta es una entidad creada para el Control Check de DP, xx51=2022/07/08 00:00, xx52=2022/02/10 00:00, xx6=EUR 15,000.00, xx7=https://www.twitch.tv"","Cannot find 'By.xpath: //a[@class='btn btn-dark' and normalize-space()='Create xx1']'"
"2022-06-03 01:18:39.262","acme.testing.patron.xx1.PatronXx1CreateTest","negativeTest",8327,""[12] itemRecordIndex=13, recordIndex=0, code=po22-220603, xx3=Primer xx1, xx4=Esta es una entidad creada para el Control Check de DP, xx51=2022/07/08 00:00, xx52=2022/07/17 00:00, xx6=EUR -15,000.00, xx7=https://www.twitch.tv"","Cannot find 'By.xpath: //a[@class='btn btn-dark' and normalize-space()='Create xx1']'"
"2022-06-03 01:18:48.562","acme.testing.patron.xx1.PatronXx1CreateTest","negativeTest",8722,""[13] itemRecordIndex=13, recordIndex=0, code=po22-220603, xx3=Primer xx1, xx4=Esta es una entidad creada para el Control Check de DP, xx51=2022/07/08 00:00, xx52=2022/07/17 00:00, xx6=BTC 15,000.00, xx7=https://www.twitch.tv"","Cannot find 'By.xpath: //a[@class='btn btn-dark' and normalize-space()='Create xx1']'"
"2022-06-03 01:19:06.573","acme.testing.patron.xx1.PatronXx1CreateTest","hackingTest",17481,""hackingTest()"","OK"
