timestamp,test-class,test-method,time,description,result
"2022-05-31 20:56:40.289","acme.testing.inventor.huster.InventorHusterListTest","positiveTest",43,""[1] itemRecordIndex=14, recordIndex=0, code=po21-220529, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/06/30 00:00, endPeriod=2022/07/10 00:00, provision=EUR 15,000.00"","No ParameterResolver registered for parameter [final java.lang.String additionalInfo] in method [public void acme.testing.inventor.huster.InventorHusterListTest.positiveTest(int,int,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)]."
