timestamp,test-class,test-method,time,description,result
"2022-05-31 15:56:51.209","acme.testing.inventor.huster.InventorHusterShowTest","positiveTest",24948,""[1] itemRecordIndex=14, recordIndex=0, code=po01-220529, themes=2022/05/01 00:00, statement=Primer huster, starPeriod=Esta es una entidad creada para el Control Check de DP, endPeriod=2022/05/01 00:00, provision=2022/05/10 00:00, additionalInfo=EUR 15,000.00"","Expected value '2022/05/01 00:00' in input box 'themes', but 'Primer huster' was found"
"2022-05-31 15:56:52.301","acme.testing.inventor.huster.InventorHusterShowTest","negativeTest",1,""negativeTest()"","OK"
"2022-05-31 15:56:53.559","acme.testing.inventor.huster.InventorHusterShowTest","hackingTest",1,""hackingTest()"","OK"
