timestamp,test-class,test-method,time,description,result
"2022-05-31 20:10:16.456","acme.testing.inventor.huster.InventorHusterCreateTest","positiveTest",25153,""[1] itemRecordIndex=17, recordIndex=0, code=po21-220531, themes=Prueba huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/01 00:00, endPeriod=2022/07/12 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 20:10:30.58","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",13700,""[1] itemRecordIndex=22, recordIndex=0, code=null, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/01 00:00, endPeriod=2022/07/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 20:10:43.768","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",12790,""[2] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=null, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/01 00:00, endPeriod=2022/07/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 20:10:57.066","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",12890,""[3] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=null, starPeriod=2022/07/01 00:00, endPeriod=2022/07/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 20:11:10.342","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",12857,""[4] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=null, endPeriod=2022/07/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 20:11:24.364","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",13628,""[5] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/01 00:00, endPeriod=null, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 20:11:37.702","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",12863,""[6] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/01 00:00, endPeriod=2022/07/10 00:00, provision=null, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 20:11:50.876","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",12772,""[7] itemRecordIndex=22, recordIndex=0, code=po22-220401, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/01 00:00, endPeriod=2022/07/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 20:12:03.881","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",12624,""[8] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/01 00:00, endPeriod=2022/07/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 20:12:17.085","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",12808,""[9] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto, starPeriod=2022/07/01 00:00, endPeriod=2022/07/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 20:12:30.751","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",13278,""[10] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/05/01 00:00, endPeriod=2022/07/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 20:12:44.097","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",12860,""[11] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/01 00:00, endPeriod=2022/02/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 20:12:57.141","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",12631,""[12] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/01 00:00, endPeriod=2022/07/10 00:00, provision=EUR -15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 20:13:10.812","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",13259,""[13] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/01 00:00, endPeriod=2022/07/10 00:00, provision=BTC 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 20:13:26.129","acme.testing.inventor.huster.InventorHusterCreateTest","hackingTest",14923,""hackingTest()"","OK"
